"","id","season","city","date","team1","team2","toss_winner","toss_decision","result","dl_applied","winner","win_by_runs","win_by_wickets","player_of_match","venue","umpire1","umpire2","umpire3"
"361",370,2013,"Bangalore",2013-05-14,"Royal Challengers Bangalore","Kings XI Punjab","Kings XI Punjab","field","normal",0,"Kings XI Punjab",0,7,"AC Gilchrist","M Chinnaswamy Stadium","HDPK Dharmasena","S Ravi",NA
"362",371,2013,"Mumbai",2013-05-05,"Mumbai Indians","Chennai Super Kings","Mumbai Indians","bat","normal",0,"Mumbai Indians",60,0,"MG Johnson","Wankhede Stadium","HDPK Dharmasena","CK Nandan",NA
"363",372,2013,"Jaipur",2013-05-05,"Pune Warriors","Rajasthan Royals","Pune Warriors","bat","normal",0,"Rajasthan Royals",0,5,"AM Rahane","Sawai Mansingh Stadium","C Shamshuddin","RJ Tucker",NA
"364",373,2013,"Bangalore",2013-04-09,"Sunrisers Hyderabad","Royal Challengers Bangalore","Sunrisers Hyderabad","bat","normal",0,"Royal Challengers Bangalore",0,7,"V Kohli","M Chinnaswamy Stadium","S Ravi","SJA Taufel",NA
"365",374,2013,"Jaipur",2013-05-07,"Delhi Daredevils","Rajasthan Royals","Delhi Daredevils","bat","normal",0,"Rajasthan Royals",0,9,"AM Rahane","Sawai Mansingh Stadium","Aleem Dar","RJ Tucker",NA
"366",375,2013,"Mumbai",2013-05-07,"Mumbai Indians","Kolkata Knight Riders","Mumbai Indians","bat","normal",0,"Mumbai Indians",65,0,"SR Tendulkar","Wankhede Stadium","HDPK Dharmasena","S Ravi",NA
"367",376,2013,"Hyderabad",2013-05-08,"Chennai Super Kings","Sunrisers Hyderabad","Sunrisers Hyderabad","field","normal",0,"Chennai Super Kings",77,0,"SK Raina","Rajiv Gandhi International Stadium, Uppal","S Das","NJ Llong",NA
"368",377,2013,"Chandigarh",2013-05-09,"Kings XI Punjab","Rajasthan Royals","Rajasthan Royals","field","normal",0,"Rajasthan Royals",0,8,"KK Cooper","Punjab Cricket Association Stadium, Mohali","HDPK Dharmasena","S Ravi",NA
"369",378,2013,"Pune",2013-05-09,"Kolkata Knight Riders","Pune Warriors","Kolkata Knight Riders","bat","normal",0,"Kolkata Knight Riders",46,0,"G Gambhir","Subrata Roy Sahara Stadium","Asad Rauf","S Asnani",NA
"370",379,2013,"Delhi",2013-05-10,"Royal Challengers Bangalore","Delhi Daredevils","Delhi Daredevils","field","normal",0,"Royal Challengers Bangalore",4,0,"JD Unadkat","Feroz Shah Kotla","NJ Llong","K Srinath",NA
"371",380,2013,"Pune",2013-05-11,"Pune Warriors","Mumbai Indians","Pune Warriors","bat","normal",0,"Mumbai Indians",0,5,"MG Johnson","Subrata Roy Sahara Stadium","Asad Rauf","AK Chaudhary",NA
"372",381,2013,"Chandigarh",2013-05-11,"Sunrisers Hyderabad","Kings XI Punjab","Kings XI Punjab","field","normal",0,"Sunrisers Hyderabad",30,0,"PA Patel","Punjab Cricket Association Stadium, Mohali","S Das","RJ Tucker",NA
"373",382,2013,"Ranchi",2013-05-12,"Royal Challengers Bangalore","Kolkata Knight Riders","Kolkata Knight Riders","field","normal",0,"Kolkata Knight Riders",0,5,"JH Kallis","JSCA International Stadium Complex","NJ Llong","K Srinath",NA
"374",383,2013,"Jaipur",2013-05-12,"Chennai Super Kings","Rajasthan Royals","Rajasthan Royals","field","normal",0,"Rajasthan Royals",0,5,"SR Watson","Sawai Mansingh Stadium","HDPK Dharmasena","CK Nandan",NA
"375",384,2013,"Delhi",2013-04-23,"Delhi Daredevils","Kings XI Punjab","Kings XI Punjab","field","normal",0,"Kings XI Punjab",0,5,"Harmeet Singh","Feroz Shah Kotla","VA Kulkarni","K Srinath",NA
"376",385,2013,"Mumbai",2013-05-13,"Sunrisers Hyderabad","Mumbai Indians","Sunrisers Hyderabad","bat","normal",0,"Mumbai Indians",0,7,"KA Pollard","Wankhede Stadium","AK Chaudhary","SJA Taufel",NA
"377",386,2013,"Ranchi",2013-05-15,"Pune Warriors","Kolkata Knight Riders","Kolkata Knight Riders","field","normal",0,"Pune Warriors",7,0,"MK Pandey","JSCA International Stadium Complex","NJ Llong","K Srinath",NA
"378",387,2013,"Chennai",2013-05-14,"Chennai Super Kings","Delhi Daredevils","Chennai Super Kings","bat","normal",0,"Chennai Super Kings",33,0,"MS Dhoni","MA Chidambaram Stadium, Chepauk","C Shamshuddin","RJ Tucker",NA
"379",388,2013,"Mumbai",2013-05-15,"Mumbai Indians","Rajasthan Royals","Rajasthan Royals","field","normal",0,"Mumbai Indians",14,0,"AP Tare","Wankhede Stadium","Asad Rauf","S Asnani",NA
"380",389,2013,"Chandigarh",2013-05-06,"Royal Challengers Bangalore","Kings XI Punjab","Kings XI Punjab","field","normal",0,"Kings XI Punjab",0,6,"DA Miller","Punjab Cricket Association Stadium, Mohali","VA Kulkarni","NJ Llong",NA
"381",390,2013,"Hyderabad",2013-05-17,"Sunrisers Hyderabad","Rajasthan Royals","Sunrisers Hyderabad","bat","normal",0,"Sunrisers Hyderabad",23,0,"A Mishra","Rajiv Gandhi International Stadium, Uppal","Asad Rauf","AK Chaudhary",NA
"382",391,2013,"Dharamsala",2013-05-18,"Kings XI Punjab","Mumbai Indians","Mumbai Indians","field","normal",0,"Kings XI Punjab",50,0,"Azhar Mahmood","Himachal Pradesh Cricket Association Stadium","HDPK Dharmasena","CK Nandan",NA
"383",392,2013,"Pune",2013-05-19,"Pune Warriors","Delhi Daredevils","Pune Warriors","bat","normal",0,"Pune Warriors",38,0,"LJ Wright","Subrata Roy Sahara Stadium","NJ Llong","SJA Taufel",NA
"384",393,2013,"Bangalore",2013-05-18,"Royal Challengers Bangalore","Chennai Super Kings","Chennai Super Kings","field","normal",0,"Royal Challengers Bangalore",24,0,"V Kohli","M Chinnaswamy Stadium","C Shamshuddin","RJ Tucker",NA
"385",394,2013,"Hyderabad",2013-05-19,"Kolkata Knight Riders","Sunrisers Hyderabad","Kolkata Knight Riders","bat","normal",0,"Sunrisers Hyderabad",0,5,"PA Patel","Rajiv Gandhi International Stadium, Uppal","Asad Rauf","S Asnani",NA
"386",395,2013,"Delhi",2013-05-21,"Chennai Super Kings","Mumbai Indians","Chennai Super Kings","bat","normal",0,"Chennai Super Kings",48,0,"MEK Hussey","Feroz Shah Kotla","NJ Llong","RJ Tucker",NA
"387",396,2013,"Delhi",2013-05-22,"Sunrisers Hyderabad","Rajasthan Royals","Sunrisers Hyderabad","bat","normal",0,"Rajasthan Royals",0,4,"BJ Hodge","Feroz Shah Kotla","S Ravi","RJ Tucker",NA
"388",397,2013,"Kolkata",2013-05-24,"Rajasthan Royals","Mumbai Indians","Rajasthan Royals","bat","normal",0,"Mumbai Indians",0,4,"Harbhajan Singh","Eden Gardens","C Shamshuddin","SJA Taufel",NA
"389",398,2013,"Kolkata",2013-05-26,"Mumbai Indians","Chennai Super Kings","Mumbai Indians","bat","normal",0,"Mumbai Indians",23,0,"KA Pollard","Eden Gardens","HDPK Dharmasena","SJA Taufel",NA
"390",399,2014,"Abu Dhabi",2014-04-16,"Kolkata Knight Riders","Mumbai Indians","Kolkata Knight Riders","bat","normal",0,"Kolkata Knight Riders",41,0,"JH Kallis","Sheikh Zayed Stadium","M Erasmus","RK Illingworth",NA
"391",400,2014,"Sharjah",2014-04-17,"Delhi Daredevils","Royal Challengers Bangalore","Royal Challengers Bangalore","field","normal",0,"Royal Challengers Bangalore",0,8,"YS Chahal","Sharjah Cricket Stadium","Aleem Dar","S Ravi",NA
"392",401,2014,"Abu Dhabi",2014-04-18,"Chennai Super Kings","Kings XI Punjab","Chennai Super Kings","bat","normal",0,"Kings XI Punjab",0,6,"GJ Maxwell","Sheikh Zayed Stadium","RK Illingworth","C Shamshuddin",NA
"393",402,2014,"Abu Dhabi",2014-04-18,"Sunrisers Hyderabad","Rajasthan Royals","Rajasthan Royals","field","normal",0,"Rajasthan Royals",0,4,"AM Rahane","Sheikh Zayed Stadium","BF Bowden","RK Illingworth",NA
"394",403,2014,NA,2014-04-19,"Mumbai Indians","Royal Challengers Bangalore","Royal Challengers Bangalore","field","normal",0,"Royal Challengers Bangalore",0,7,"PA Patel","Dubai International Cricket Stadium","Aleem Dar","AK Chaudhary",NA
"395",404,2014,NA,2014-04-19,"Kolkata Knight Riders","Delhi Daredevils","Kolkata Knight Riders","bat","normal",0,"Delhi Daredevils",0,4,"JP Duminy","Dubai International Cricket Stadium","Aleem Dar","VA Kulkarni",NA
"396",405,2014,"Sharjah",2014-04-20,"Rajasthan Royals","Kings XI Punjab","Kings XI Punjab","field","normal",0,"Kings XI Punjab",0,7,"GJ Maxwell","Sharjah Cricket Stadium","BF Bowden","M Erasmus",NA
"397",406,2014,"Abu Dhabi",2014-04-21,"Chennai Super Kings","Delhi Daredevils","Chennai Super Kings","bat","normal",0,"Chennai Super Kings",93,0,"SK Raina","Sheikh Zayed Stadium","RK Illingworth","C Shamshuddin",NA
"398",407,2014,"Sharjah",2014-04-22,"Kings XI Punjab","Sunrisers Hyderabad","Sunrisers Hyderabad","field","normal",0,"Kings XI Punjab",72,0,"GJ Maxwell","Sharjah Cricket Stadium","M Erasmus","S Ravi",NA
"399",408,2014,NA,2014-04-23,"Chennai Super Kings","Rajasthan Royals","Rajasthan Royals","field","normal",0,"Chennai Super Kings",7,0,"RA Jadeja","Dubai International Cricket Stadium","HDPK Dharmasena","RK Illingworth",NA
"400",409,2014,"Sharjah",2014-04-24,"Kolkata Knight Riders","Royal Challengers Bangalore","Royal Challengers Bangalore","field","normal",0,"Kolkata Knight Riders",2,0,"CA Lynn","Sharjah Cricket Stadium","Aleem Dar","VA Kulkarni",NA
"401",410,2014,NA,2014-04-25,"Sunrisers Hyderabad","Delhi Daredevils","Sunrisers Hyderabad","bat","normal",0,"Sunrisers Hyderabad",4,0,"AJ Finch","Dubai International Cricket Stadium","M Erasmus","S Ravi",NA
"402",411,2014,NA,2014-04-25,"Mumbai Indians","Chennai Super Kings","Mumbai Indians","bat","normal",0,"Chennai Super Kings",0,7,"MM Sharma","Dubai International Cricket Stadium","BF Bowden","M Erasmus",NA
"403",412,2014,"Abu Dhabi",2014-04-26,"Royal Challengers Bangalore","Rajasthan Royals","Rajasthan Royals","field","normal",0,"Rajasthan Royals",0,6,"PV Tambe","Sheikh Zayed Stadium","HDPK Dharmasena","C Shamshuddin",NA
"404",413,2014,"Abu Dhabi",2014-04-26,"Kings XI Punjab","Kolkata Knight Riders","Kolkata Knight Riders","field","normal",0,"Kings XI Punjab",23,0,"Sandeep Sharma","Sheikh Zayed Stadium","HDPK Dharmasena","RK Illingworth",NA
"405",414,2014,"Sharjah",2014-04-27,"Mumbai Indians","Delhi Daredevils","Mumbai Indians","bat","normal",0,"Delhi Daredevils",0,6,"M Vijay","Sharjah Cricket Stadium","Aleem Dar","VA Kulkarni",NA
"406",415,2014,"Sharjah",2014-04-27,"Sunrisers Hyderabad","Chennai Super Kings","Sunrisers Hyderabad","bat","normal",0,"Chennai Super Kings",0,5,"DR Smith","Sharjah Cricket Stadium","AK Chaudhary","VA Kulkarni",NA
"407",416,2014,NA,2014-04-28,"Royal Challengers Bangalore","Kings XI Punjab","Kings XI Punjab","field","normal",0,"Kings XI Punjab",0,5,"Sandeep Sharma","Dubai International Cricket Stadium","BF Bowden","S Ravi",NA
"408",417,2014,"Abu Dhabi",2014-04-29,"Rajasthan Royals","Kolkata Knight Riders","Rajasthan Royals","bat","tie",0,"Rajasthan Royals",0,0,"JP Faulkner","Sheikh Zayed Stadium","Aleem Dar","AK Chaudhary",NA
"409",418,2014,NA,2014-04-30,"Sunrisers Hyderabad","Mumbai Indians","Mumbai Indians","field","normal",0,"Sunrisers Hyderabad",15,0,"B Kumar","Dubai International Cricket Stadium","HDPK Dharmasena","M Erasmus",NA
"410",419,2014,"Ranchi",2014-05-02,"Chennai Super Kings","Kolkata Knight Riders","Chennai Super Kings","bat","normal",0,"Chennai Super Kings",34,0,"RA Jadeja","JSCA International Stadium Complex","AK Chaudhary","NJ Llong",NA
"411",420,2014,"Mumbai",2014-05-03,"Kings XI Punjab","Mumbai Indians","Kings XI Punjab","bat","normal",0,"Mumbai Indians",0,5,"CJ Anderson","Wankhede Stadium","BNJ Oxenford","C Shamshuddin",NA
"412",421,2014,"Delhi",2014-05-03,"Delhi Daredevils","Rajasthan Royals","Rajasthan Royals","field","normal",0,"Rajasthan Royals",0,7,"KK Nair","Feroz Shah Kotla","SS Hazare","S Ravi",NA
"413",422,2014,"Bangalore",2014-05-04,"Sunrisers Hyderabad","Royal Challengers Bangalore","Royal Challengers Bangalore","field","normal",0,"Royal Challengers Bangalore",0,4,"AB de Villiers","M Chinnaswamy Stadium","HDPK Dharmasena","VA Kulkarni",NA
"414",423,2014,"Ahmedabad",2014-05-05,"Rajasthan Royals","Kolkata Knight Riders","Kolkata Knight Riders","field","normal",0,"Rajasthan Royals",10,0,"PV Tambe","Sardar Patel Stadium, Motera","NJ Llong","CK Nandan",NA
"415",424,2014,"Delhi",2014-05-05,"Delhi Daredevils","Chennai Super Kings","Chennai Super Kings","field","normal",0,"Chennai Super Kings",0,8,"DR Smith","Feroz Shah Kotla","RM Deshpande","BNJ Oxenford",NA
"416",425,2014,"Mumbai",2014-05-06,"Mumbai Indians","Royal Challengers Bangalore","Royal Challengers Bangalore","field","normal",0,"Mumbai Indians",19,0,"RG Sharma","Wankhede Stadium","S Ravi","K Srinath",NA
"417",426,2014,"Delhi",2014-05-07,"Delhi Daredevils","Kolkata Knight Riders","Delhi Daredevils","bat","normal",0,"Kolkata Knight Riders",0,8,"G Gambhir","Feroz Shah Kotla","BNJ Oxenford","C Shamshuddin",NA
"418",427,2014,"Cuttack",2014-05-07,"Kings XI Punjab","Chennai Super Kings","Chennai Super Kings","field","normal",0,"Kings XI Punjab",44,0,"GJ Maxwell","Barabati Stadium","HDPK Dharmasena","PG Pathak",NA
"419",428,2014,"Ahmedabad",2014-05-08,"Sunrisers Hyderabad","Rajasthan Royals","Rajasthan Royals","field","normal",0,"Sunrisers Hyderabad",32,0,"B Kumar","Sardar Patel Stadium, Motera","AK Chaudhary","NJ Llong",NA
"420",429,2014,"Bangalore",2014-05-09,"Kings XI Punjab","Royal Challengers Bangalore","Royal Challengers Bangalore","field","normal",0,"Kings XI Punjab",32,0,"Sandeep Sharma","M Chinnaswamy Stadium","S Ravi","K Srinath",NA
"421",431,2014,"Mumbai",2014-05-10,"Mumbai Indians","Chennai Super Kings","Chennai Super Kings","field","normal",0,"Chennai Super Kings",0,4,"DR Smith","Wankhede Stadium","HDPK Dharmasena","VA Kulkarni",NA
"422",432,2014,"Cuttack",2014-05-11,"Kings XI Punjab","Kolkata Knight Riders","Kolkata Knight Riders","field","normal",0,"Kolkata Knight Riders",0,9,"G Gambhir","Barabati Stadium","NJ Llong","CK Nandan",NA
"423",433,2014,"Bangalore",2014-05-11,"Royal Challengers Bangalore","Rajasthan Royals","Royal Challengers Bangalore","bat","normal",0,"Rajasthan Royals",0,5,"JP Faulkner","M Chinnaswamy Stadium","S Ravi","RJ Tucker",NA
"424",434,2014,"Hyderabad",2014-05-12,"Sunrisers Hyderabad","Mumbai Indians","Sunrisers Hyderabad","bat","normal",0,"Mumbai Indians",0,7,"AT Rayudu","Rajiv Gandhi International Stadium, Uppal","HDPK Dharmasena","VA Kulkarni",NA
"425",435,2014,"Ranchi",2014-05-13,"Rajasthan Royals","Chennai Super Kings","Rajasthan Royals","bat","normal",0,"Chennai Super Kings",0,5,"RA Jadeja","JSCA International Stadium Complex","BNJ Oxenford","C Shamshuddin",NA
"426",436,2014,"Bangalore",2014-05-13,"Royal Challengers Bangalore","Delhi Daredevils","Delhi Daredevils","field","normal",0,"Royal Challengers Bangalore",16,0,"Yuvraj Singh","M Chinnaswamy Stadium","K Srinath","RJ Tucker",NA
"427",437,2014,"Hyderabad",2014-05-14,"Sunrisers Hyderabad","Kings XI Punjab","Kings XI Punjab","field","normal",0,"Kings XI Punjab",0,6,"WP Saha","Rajiv Gandhi International Stadium, Uppal","VA Kulkarni","PG Pathak",NA
"428",438,2014,"Cuttack",2014-05-14,"Mumbai Indians","Kolkata Knight Riders","Kolkata Knight Riders","field","normal",0,"Kolkata Knight Riders",0,6,"RV Uthappa","Barabati Stadium","AK Chaudhary","NJ Llong",NA
"429",439,2014,"Ahmedabad",2014-05-15,"Rajasthan Royals","Delhi Daredevils","Delhi Daredevils","field","normal",0,"Rajasthan Royals",62,0,"AM Rahane","Sardar Patel Stadium, Motera","S Ravi","RJ Tucker",NA
"430",440,2014,"Ranchi",2014-05-18,"Chennai Super Kings","Royal Challengers Bangalore","Chennai Super Kings","bat","normal",0,"Royal Challengers Bangalore",0,5,"AB de Villiers","JSCA International Stadium Complex","BNJ Oxenford","C Shamshuddin",NA
"431",441,2014,"Hyderabad",2014-05-18,"Sunrisers Hyderabad","Kolkata Knight Riders","Sunrisers Hyderabad","bat","normal",0,"Kolkata Knight Riders",0,7,"UT Yadav","Rajiv Gandhi International Stadium, Uppal","NJ Llong","CK Nandan",NA
"432",442,2014,"Ahmedabad",2014-05-19,"Mumbai Indians","Rajasthan Royals","Mumbai Indians","bat","normal",0,"Mumbai Indians",25,0,"MEK Hussey","Sardar Patel Stadium, Motera","S Ravi","RJ Tucker",NA
"433",443,2014,"Delhi",2014-05-19,"Delhi Daredevils","Kings XI Punjab","Kings XI Punjab","field","normal",0,"Kings XI Punjab",0,4,"AR Patel","Feroz Shah Kotla","HDPK Dharmasena","PG Pathak",NA
"434",444,2014,"Hyderabad",2014-05-20,"Royal Challengers Bangalore","Sunrisers Hyderabad","Royal Challengers Bangalore","bat","normal",0,"Sunrisers Hyderabad",0,7,"DA Warner","Rajiv Gandhi International Stadium, Uppal","AK Chaudhary","NJ Llong",NA
"435",445,2014,"Kolkata",2014-05-20,"Chennai Super Kings","Kolkata Knight Riders","Kolkata Knight Riders","field","normal",0,"Kolkata Knight Riders",0,8,"RV Uthappa","Eden Gardens","RM Deshpande","C Shamshuddin",NA
"436",446,2014,"Chandigarh",2014-05-21,"Kings XI Punjab","Mumbai Indians","Mumbai Indians","field","normal",0,"Mumbai Indians",0,7,"LMP Simmons","Punjab Cricket Association Stadium, Mohali","HDPK Dharmasena","VA Kulkarni",NA
"437",447,2014,"Kolkata",2014-05-22,"Kolkata Knight Riders","Royal Challengers Bangalore","Royal Challengers Bangalore","field","normal",0,"Kolkata Knight Riders",30,0,"RV Uthappa","Eden Gardens","AK Chaudhary","CK Nandan",NA
"438",448,2014,"Ranchi",2014-05-22,"Chennai Super Kings","Sunrisers Hyderabad","Sunrisers Hyderabad","field","normal",0,"Sunrisers Hyderabad",0,6,"DA Warner","JSCA International Stadium Complex","BNJ Oxenford","C Shamshuddin",NA
"439",449,2014,"Mumbai",2014-05-23,"Mumbai Indians","Delhi Daredevils","Delhi Daredevils","field","normal",0,"Mumbai Indians",15,0,"MEK Hussey","Wankhede Stadium","S Ravi","RJ Tucker",NA
"440",450,2014,"Chandigarh",2014-05-23,"Kings XI Punjab","Rajasthan Royals","Rajasthan Royals","field","normal",0,"Kings XI Punjab",16,0,"SE Marsh","Punjab Cricket Association Stadium, Mohali","HDPK Dharmasena","PG Pathak",NA
"441",451,2014,"Bangalore",2014-05-24,"Royal Challengers Bangalore","Chennai Super Kings","Chennai Super Kings","field","normal",0,"Chennai Super Kings",0,8,"MS Dhoni","M Chinnaswamy Stadium","AK Chaudhary","NJ Llong",NA
"442",452,2014,"Kolkata",2014-05-24,"Sunrisers Hyderabad","Kolkata Knight Riders","Kolkata Knight Riders","field","normal",0,"Kolkata Knight Riders",0,4,"YK Pathan","Eden Gardens","RM Deshpande","BNJ Oxenford",NA
"443",453,2014,"Chandigarh",2014-05-25,"Delhi Daredevils","Kings XI Punjab","Kings XI Punjab","field","normal",0,"Kings XI Punjab",0,7,"M Vohra","Punjab Cricket Association Stadium, Mohali","HDPK Dharmasena","VA Kulkarni",NA
"444",454,2014,"Mumbai",2014-05-25,"Rajasthan Royals","Mumbai Indians","Mumbai Indians","field","normal",0,"Mumbai Indians",0,5,"CJ Anderson","Wankhede Stadium","K Srinath","RJ Tucker",NA
"445",455,2014,"Kolkata",2014-05-27,"Kolkata Knight Riders","Kings XI Punjab","Kings XI Punjab","field","normal",0,"Kolkata Knight Riders",28,0,"UT Yadav","Eden Gardens","NJ Llong","S Ravi",NA
"446",456,2014,"Mumbai",2014-05-28,"Mumbai Indians","Chennai Super Kings","Chennai Super Kings","field","normal",0,"Chennai Super Kings",0,7,"SK Raina","Brabourne Stadium","VA Kulkarni","BNJ Oxenford",NA
"447",457,2014,"Mumbai",2014-05-30,"Kings XI Punjab","Chennai Super Kings","Chennai Super Kings","field","normal",0,"Kings XI Punjab",24,0,"V Sehwag","Wankhede Stadium","HDPK Dharmasena","RJ Tucker",NA
"448",458,2014,"Bangalore",2014-06-01,"Kings XI Punjab","Kolkata Knight Riders","Kolkata Knight Riders","field","normal",0,"Kolkata Knight Riders",0,3,"MK Pandey","M Chinnaswamy Stadium","HDPK Dharmasena","BNJ Oxenford",NA
"449",459,2015,"Kolkata",2015-04-08,"Mumbai Indians","Kolkata Knight Riders","Kolkata Knight Riders","field","normal",0,"Kolkata Knight Riders",0,7,"M Morkel","Eden Gardens","S Ravi","C Shamshuddin",NA
"450",460,2015,"Chennai",2015-04-09,"Chennai Super Kings","Delhi Daredevils","Delhi Daredevils","field","normal",0,"Chennai Super Kings",1,0,"A Nehra","MA Chidambaram Stadium, Chepauk","RK Illingworth","VA Kulkarni",NA
"451",461,2015,"Pune",2015-04-10,"Rajasthan Royals","Kings XI Punjab","Kings XI Punjab","field","normal",0,"Rajasthan Royals",26,0,"JP Faulkner","Maharashtra Cricket Association Stadium","SD Fry","CB Gaffaney",NA
"452",462,2015,"Chennai",2015-04-11,"Chennai Super Kings","Sunrisers Hyderabad","Chennai Super Kings","bat","normal",0,"Chennai Super Kings",45,0,"BB McCullum","MA Chidambaram Stadium, Chepauk","RK Illingworth","VA Kulkarni",NA
"453",463,2015,"Kolkata",2015-04-11,"Kolkata Knight Riders","Royal Challengers Bangalore","Royal Challengers Bangalore","field","normal",0,"Royal Challengers Bangalore",0,3,"CH Gayle","Eden Gardens","S Ravi","C Shamshuddin",NA
"454",464,2015,"Delhi",2015-04-12,"Delhi Daredevils","Rajasthan Royals","Rajasthan Royals","field","normal",0,"Rajasthan Royals",0,3,"DJ Hooda","Feroz Shah Kotla","SD Fry","CB Gaffaney",NA
"455",465,2015,"Mumbai",2015-04-12,"Kings XI Punjab","Mumbai Indians","Mumbai Indians","field","normal",0,"Kings XI Punjab",18,0,"GJ Bailey","Wankhede Stadium","AK Chaudhary","K Srinivasan",NA
"456",466,2015,"Bangalore",2015-04-13,"Royal Challengers Bangalore","Sunrisers Hyderabad","Sunrisers Hyderabad","field","normal",0,"Sunrisers Hyderabad",0,8,"DA Warner","M Chinnaswamy Stadium","RM Deshpande","RK Illingworth",NA
"457",467,2015,"Ahmedabad",2015-04-14,"Mumbai Indians","Rajasthan Royals","Mumbai Indians","bat","normal",0,"Rajasthan Royals",0,7,"SPD Smith","Sardar Patel Stadium, Motera","AK Chaudhary","SD Fry",NA
"458",468,2015,"Kolkata",2015-04-30,"Chennai Super Kings","Kolkata Knight Riders","Kolkata Knight Riders","field","normal",0,"Kolkata Knight Riders",0,7,"AD Russell","Eden Gardens","AK Chaudhary","M Erasmus",NA
"459",469,2015,"Pune",2015-04-15,"Kings XI Punjab","Delhi Daredevils","Kings XI Punjab","bat","normal",0,"Delhi Daredevils",0,5,"MA Agarwal","Maharashtra Cricket Association Stadium","CB Gaffaney","K Srinath",NA
"460",470,2015,"Visakhapatnam",2015-04-16,"Sunrisers Hyderabad","Rajasthan Royals","Rajasthan Royals","field","normal",0,"Rajasthan Royals",0,6,"AM Rahane","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium","PG Pathak","S Ravi",NA
"461",471,2015,"Mumbai",2015-04-17,"Mumbai Indians","Chennai Super Kings","Mumbai Indians","bat","normal",0,"Chennai Super Kings",0,6,"A Nehra","Wankhede Stadium","AK Chaudhary","M Erasmus",NA
"462",472,2015,"Visakhapatnam",2015-04-18,"Delhi Daredevils","Sunrisers Hyderabad","Delhi Daredevils","bat","normal",0,"Delhi Daredevils",4,0,"JP Duminy","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium","PG Pathak","S Ravi",NA
"463",473,2015,"Pune",2015-04-18,"Kings XI Punjab","Kolkata Knight Riders","Kolkata Knight Riders","field","normal",0,"Kolkata Knight Riders",0,4,"AD Russell","Maharashtra Cricket Association Stadium","SD Fry","CK Nandan",NA
"464",474,2015,"Ahmedabad",2015-04-19,"Chennai Super Kings","Rajasthan Royals","Chennai Super Kings","bat","normal",0,"Rajasthan Royals",0,8,"AM Rahane","Sardar Patel Stadium, Motera","AK Chaudhary","M Erasmus",NA
"465",475,2015,"Bangalore",2015-04-19,"Mumbai Indians","Royal Challengers Bangalore","Royal Challengers Bangalore","field","normal",0,"Mumbai Indians",18,0,"Harbhajan Singh","M Chinnaswamy Stadium","RK Illingworth","VA Kulkarni",NA
"466",476,2015,"Delhi",2015-04-20,"Delhi Daredevils","Kolkata Knight Riders","Kolkata Knight Riders","field","normal",0,"Kolkata Knight Riders",0,6,"UT Yadav","Feroz Shah Kotla","SD Fry","CB Gaffaney",NA
"467",477,2015,"Ahmedabad",2015-04-21,"Rajasthan Royals","Kings XI Punjab","Kings XI Punjab","field","tie",0,"Kings XI Punjab",0,0,"SE Marsh","Sardar Patel Stadium, Motera","M Erasmus","S Ravi",NA
"468",479,2015,"Bangalore",2015-04-22,"Chennai Super Kings","Royal Challengers Bangalore","Royal Challengers Bangalore","field","normal",0,"Chennai Super Kings",27,0,"SK Raina","M Chinnaswamy Stadium","JD Cloete","C Shamshuddin",NA
"469",480,2015,"Delhi",2015-04-23,"Delhi Daredevils","Mumbai Indians","Mumbai Indians","field","normal",0,"Delhi Daredevils",37,0,"SS Iyer","Feroz Shah Kotla","SD Fry","CK Nandan",NA
"470",481,2015,"Ahmedabad",2015-04-24,"Rajasthan Royals","Royal Challengers Bangalore","Royal Challengers Bangalore","field","normal",0,"Royal Challengers Bangalore",0,9,"MA Starc","Sardar Patel Stadium, Motera","M Erasmus","S Ravi",NA
"471",482,2015,"Mumbai",2015-04-25,"Mumbai Indians","Sunrisers Hyderabad","Mumbai Indians","bat","normal",0,"Mumbai Indians",20,0,"SL Malinga","Wankhede Stadium","HDPK Dharmasena","CB Gaffaney",NA
"472",483,2015,"Chennai",2015-04-25,"Chennai Super Kings","Kings XI Punjab","Chennai Super Kings","bat","normal",0,"Chennai Super Kings",97,0,"BB McCullum","MA Chidambaram Stadium, Chepauk","JD Cloete","C Shamshuddin",NA
"473",484,2015,"Delhi",2015-04-26,"Delhi Daredevils","Royal Challengers Bangalore","Royal Challengers Bangalore","field","normal",0,"Royal Challengers Bangalore",0,10,"VR Aaron","Feroz Shah Kotla","M Erasmus","S Ravi",NA
"474",485,2015,"Chandigarh",2015-04-27,"Sunrisers Hyderabad","Kings XI Punjab","Kings XI Punjab","field","normal",0,"Sunrisers Hyderabad",20,0,"TA Boult","Punjab Cricket Association Stadium, Mohali","HDPK Dharmasena","CB Gaffaney",NA
"475",486,2015,"Kolkata",2015-05-07,"Kolkata Knight Riders","Delhi Daredevils","Kolkata Knight Riders","bat","normal",0,"Kolkata Knight Riders",13,0,"PP Chawla","Eden Gardens","AK Chaudhary","M Erasmus",NA
"476",488,2015,"Chennai",2015-04-28,"Chennai Super Kings","Kolkata Knight Riders","Kolkata Knight Riders","field","normal",0,"Chennai Super Kings",2,0,"DJ Bravo","MA Chidambaram Stadium, Chepauk","RM Deshpande","VA Kulkarni",NA
